key,avg_returns,SD,sharpe
BA,0.00932819898298885,0.10276366753917208,0.08279384325929826
BAC,0.00928536536171057,0.08621376361525414,0.0981904165498322
PG,0.009282382188593511,0.04228109685564598,0.20014575822111133
CINF,0.009262759883338632,0.06584653823697413,0.12821873570565107
WLTW,0.00915704018910982,0.05470232495141738,0.1524074195477829
FITB,0.00915534038191442,0.0948022751538173,0.08792342133551412
SCHW,0.009106206708909114,0.08595606290590634,0.09640049146945912
AMGN,0.009091852867526111,0.07104644683138242,0.11642880448557906
KMX,0.00907248205085216,0.1023139219764687,0.08065844697801888
KSU,0.009069667582730517,0.07362497835613349,0.11204984730624726
REGN,0.009027575801310103,0.10180403293984248,0.08062132279337186
TIF,0.009013281356694599,0.09468866185517116,0.08652864235452437
GWW,0.00899803674434404,0.07395440474219621,0.1105821454834575
CMCSA,0.008934228190526883,0.0630343979921041,0.12872698794622103
O,0.008826776335852752,0.06785122235428645,0.11800489450352444
PCAR,0.008826161386835958,0.06838934126978644,0.1170673856215805
RJF,0.008584577495302548,0.07836494601095717,0.09908227964856746
EVRG,0.008563784715500265,0.0562423413424325,0.13768603032281487
OKE,0.008550531592449322,0.13022644251650647,0.05936222661898686
CSCO,0.008460806226422335,0.06682433705325869,0.11434166896908604
MDLZ,0.00842729701471761,0.051764877703694825,0.14695865907888783
CAG,0.008365638372483539,0.07748203558988909,0.09738564965461745
JBHT,0.008350101410015529,0.06856418614697793,0.1098255785297822
PEP,0.008329687368720862,0.04260732943294822,0.17625341622358584
MGM,0.008326981348170868,0.12360123411421364,0.06073548862169165
MS,0.008319711471762112,0.08143488965513601,0.0920945740028901
INCY,0.008312531664419589,0.10829814794442529,0.06918430099344346
BKNG,0.00830305902285817,0.08119160009019445,0.0921654335491031
MAR,0.008243181286723357,0.0950662616333955,0.0780842873084608
GL,0.008225226292687623,0.05842917505679732,0.1267385049590246
NI,0.008220929235875724,0.049538978712204376,0.1493960801830668
IT,0.008165428673647624,0.07780789361670466,0.09440467197110483
CMA,0.008101578966693689,0.10567264680562966,0.06890694221076107
CTSH,0.008090068350717267,0.07927876515285755,0.09170259320638803
LYB,0.008037425478799884,0.08741108901928492,0.082568762839776
MDT,0.008012719874767791,0.05364585597829474,0.13407782844732657
MRK,0.007949091939611602,0.05116726124938012,0.13932916801752743
EXPE,0.007774721310166896,0.10129429790470158,0.06865856671132613
ZION,0.007737486449089423,0.09333789865184854,0.07411230110173926
VZ,0.007691283895050809,0.048264491303315636,0.14236727062694163
INTC,0.007673683034206398,0.07166893561395246,0.09562975891150428
NTAP,0.007599993342370002,0.09895550569333003,0.06851557470063031
SO,0.007573994463223134,0.051450247393394426,0.13127234183309805
PNC,0.007539652043483588,0.0687020866569085,0.09780855823260323
RCL,0.007534765030608735,0.13905138870751638,0.048289809206671884
%5EGSPC,0.0075102412734719464,0.04208680683756766,0.15896290966650578
PSA,0.007454429427759904,0.052338969650739586,0.12675888486211642
HSY,0.007430319459104598,0.0550403168513445,0.12009958948743087
WHR,0.007402825050268548,0.10848604383405762,0.060679003654495564
DFS,0.007245669498363856,0.09942003597698452,0.0646315346320271
JNJ,0.007173002738557174,0.04594706135492562,0.13826787940761567
ETR,0.007088031269037363,0.054561316578258856,0.11488049889791327
EMN,0.0070801632345291465,0.08687395492407722,0.07206029977569417
DIS,0.007073747024872355,0.06827546405661253,0.0915958186631567
LEG,0.0069998749113186565,0.09484349774250914,0.06515865671779013
CBOE,0.006973247401538453,0.06824726203751397,0.09016108804710952
STX,0.006942294156933528,0.11653241230386972,0.05253726440476529
HBAN,0.006837399601791047,0.08578906449190632,0.07014180230813395
ED,0.006819422995480397,0.05107791938520102,0.11745629163623743
PNW,0.006756700201997547,0.05228148527653124,0.1135526309284577
DLTR,0.006699677256022421,0.07981287131511346,0.07366828381362893
PFE,0.006509503285499935,0.05818036308731145,0.09779078341195087
NTRS,0.006422905271435513,0.06703178335508521,0.08358580051131016
JCI,0.006393387167992185,0.07885193424419737,0.07068167980168888
CHRW,0.006322898665182995,0.06290339235872068,0.08748174714968443
DUK,0.006316140878981811,0.04899852480629338,0.112169517362202
FLIR,0.006273022373245153,0.09107707551057574,0.059872611660790054
ALL,0.006251493621075728,0.05126653747070461,0.10594617637634418
PNR,0.0062005286540353964,0.0761035570381026,0.07070009423267218
WU,0.006193707283175608,0.06254913870237319,0.08591177104364704
EMR,0.006149409334396882,0.0725356438521415,0.07347297206405841
SNA,0.006148886815155422,0.06963186216558495,0.07652943134686388
VLO,0.006051475964961423,0.11334912640080368,0.04615365050510288
LVS,0.005985724204002748,0.09758240809122098,0.05293704372589145
ZBH,0.0058842602723221315,0.07705357296346015,0.06572388635013295
KMB,0.0058805151346072735,0.049635123361323044,0.10195431766672218
GIS,0.005854092846798461,0.05319520492563041,0.09463433506528227
LKQ,0.0058283501966917796,0.08838002831892812,0.05666834795094939
KEY,0.005798452945037022,0.08901691696806303,0.05592704302288027
ORCL,0.005797583618116456,0.05203160842410493,0.09566461174032181
RE,0.005791461835872991,0.05732668851686902,0.0867215945049762
SRE,0.005720857831442288,0.052961970955688005,0.09253541254238284
HPQ,0.005659907032718828,0.07945717406432523,0.06091214657093947
NUE,0.005545694058833945,0.08276488898049751,0.05709781185047556
CB,0.005526725378173663,0.05385387837561311,0.0873980764272129
KO,0.005516402373432527,0.0433772490127805,0.10826879251952556
TRV,0.005435252608785426,0.05577768325577845,0.08274371288641316
EXC,0.005422941156585981,0.05122500630031823,0.08985730776879154
CPB,0.00528489420955848,0.06321285896482787,0.07063268902364918
SJM,0.0052624662756494784,0.056856035002506994,0.07813535142669716
BRK-B,0.005251651648153707,0.045380795941493114,0.0976547800939231
IFF,0.005188821609053155,0.0807672935790948,0.05409146964637117
PPG,0.005156525494845863,0.06619193737511155,0.06551440653973689
PM,0.005063503931754955,0.07115727533832533,0.059635559562655184
DVA,0.005036623475405239,0.08066043759649079,0.05227622860787315
D,0.004938168661946247,0.041914859340935424,0.09825080476708907
HSIC,0.004865730263293557,0.0692155899104905,0.058451141838500385
CL,0.004798243743812279,0.04519280146765626,0.08802826146238006
BMY,0.0047640188114157775,0.07202394142096084,0.05475983032314259
KR,0.004739717277735168,0.08023039569851977,0.048855763998275854
CNP,0.00459848646331568,0.06889163922816427,0.05484680732884869
ABC,0.004552506179784406,0.0673885332235968,0.05538785311441428
COF,0.0043968448280966785,0.08881529132975545,0.04027284912928436
VFC,0.004295572208504331,0.07480740783108059,0.04646026789689562
UDR,0.004253524836258425,0.04964029343669952,0.06916810112407573
GS,0.004188552150410164,0.08050019461643587,0.04184526716314796
LUV,0.0041548724456040645,0.09376337129212167,0.03556689994874653
ESS,0.0039497983146403945,0.054402278356237094,0.05753064778180509
AAP,0.003934595591618603,0.09889713186267961,0.03149328532543566
WY,0.0038636051025168223,0.09556378947075932,0.03184893691818392
MMM,0.0035000934700970083,0.05575776827393245,0.04806672779530866
CERN,0.00336206979147967,0.06312969349964677,0.04026741855627564
EIX,0.0033562144420651975,0.07059200334849663,0.03592778674298964
AXP,0.003336241470276321,0.06603513792012398,0.038104584158209276
RHI,0.003276354702517619,0.08610012974662505,0.02852904763031328
K,0.003252484730697761,0.04866344745825494,0.04998586943073493
IPG,0.0031403175246759144,0.06666841535880075,0.03480384995185902
GD,0.0031203088682086387,0.06210577035524535,0.03703856912249633
FFIV,0.0030910698619905142,0.07665805815187152,0.02962597692588524
IP,0.0030771726126710484,0.07247816757483956,0.031142793591467877
SEE,0.002964624724528683,0.07377524907007546,0.029069704969638396
PPL,0.002934240894308869,0.057297611801363606,0.03689928476667422
UHS,0.00291158926374491,0.07606503331278189,0.027497381814640467
AIV,0.002897921443922989,0.058530294385390744,0.03550164006080314
ADM,0.002872371799386307,0.06297503766108348,0.03259024330293662
T,0.0028638604311386666,0.052416455641379,0.03899272482523955
JNPR,0.002735676915125085,0.07413026355356797,0.025842035671986778
HIG,0.0027196732541878823,0.0628738288061246,0.03021405392767862
PFG,0.0026382521904542173,0.08294153294464546,0.02192209531101511
IRM,0.002560894784043899,0.06957464694364612,0.02502197079712074
GPS,0.0024913200287082406,0.1380518975534579,0.01210646183302953
USB,0.002484954245427928,0.06413681332586234,0.025959416427017226
LB,0.0024520376119320357,0.15905302103978966,0.010260965816699297
MET,0.002369438480957263,0.07558845672007801,0.020498347872019682
GPC,0.002368367324742782,0.06613462900558055,0.023412353679524354
PRU,0.002171434928904205,0.08719935981420798,0.015498220764276835
AVB,0.0021154537604059056,0.05631153173160172,0.023005123827574806
MO,0.0020963322686890526,0.06513286255358217,0.019595826417717566
MTB,0.0020812998248068404,0.07464624068100595,0.016897030758680705
C,0.0020536608477145397,0.0915759510645256,0.013471450019069815
TXT,0.002028435180031751,0.08822451305648729,0.013697272313172523
WYNN,0.0020247302190777145,0.1426163975656308,0.008447347146903697
LNC,0.0018794404886990246,0.11543522956381627,0.009177791673323889
STT,0.0017108732505923961,0.08691099989963397,0.010250408482484253
XRAY,0.0015534448091930973,0.07367491921254592,0.009955149147529718
BK,0.0014548784007410935,0.0648091590175828,0.009796121572397664
FE,0.001320107033092258,0.05799768143237071,0.008622879755553974
PEAK,0.0012856470848835629,0.07010094409501891,0.006642522306866476
HFC,0.0011678009693121684,0.1301348547641094,0.0026726196447724496
HBI,9.641942799364478e-4,0.11197188325847632,0.0012877722133474271
PBCT,9.159153418957836e-4,0.06951652017462166,0.0013797488950086912
IBM,7.333831319423048e-4,0.06764537407080619,-0.001280455156727066
ALK,3.655176347929239e-4,0.10024638536351764,-0.004533653393676122
EQR,3.3692036347174564e-4,0.052328433070662976,-0.009231685494498106
HES,0.00025244352153370254,0.13013525210930124,-0.004361281584098396
BWA,2.0374262870472362e-4,0.10259107768860032,-0.00600692950283486
BIIB,1.6380791404323785e-4,0.09346442092142641,-0.0070207687533677555
VTR,-1.8878838462115243e-4,0.09751813531953812,-0.010344623400720808
WAB,-2.0544352843279316e-4,0.09567455143852285,-0.010718038527640316
KSS,-3.9088867911108203e-4,0.13108903888919507,-0.009237146670474894
WMB,-4.340137700090023e-4,0.1137317177661032,-0.011026069021378579
DAL,-5.587625630388473e-4,0.09382451622095576,-0.014695120407462329
CVX,-7.367302193983104e-4,0.07292437337918366,-0.021347186780801063
XRX,-9.435547741081573e-4,0.11462118909712242,-0.015385940313477621
MHK,-9.501148492304879e-4,0.09412077490482142,-0.018806845258344893
L,-9.566688818621818e-4,0.049886749523616804,-0.03561404378573697
ALXN,-0.0010675257008520788,0.10625167067427746,-0.017764668441199685
MCK,-0.001326400439964229,0.07484304578110965,-0.02867868908277353
CF,-0.0013314980031556654,0.10459635341116544,-0.020569531661378145
AIG,-0.001664580260937365,0.08913668815342693,-0.02787382291633687
HRB,-0.0018068421637175971,0.09186488505480937,-0.028594627448239266
NWL,-0.001983391278146096,0.11340665069290654,-0.024719813705965
F,-0.002032281477912891,0.08039128036187078,-0.03547998570334644
GILD,-0.002135358958398451,0.07112126022332244,-0.04155380471491301
UNM,-0.002145467222474351,0.09941012146959402,-0.02983063674639388
COG,-0.0022569823012690204,0.09213923862158892,-0.03339491781461346
HOG,-0.0023199360993580824,0.09959757526534972,-0.03152623034238139
PXD,-0.0023647636176670588,0.10668581526455645,-0.029851799977059487
CAH,-0.0025743846798663974,0.07450619768828977,-0.04555842044265127
DISCA,-0.002639135262257978,0.1002495517728198,-0.03450524417402769
UAL,-0.0026797566238394278,0.11192123308230655,-0.031269818312899725
OMC,-0.002758804470680744,0.05686398162534097,-0.06293622726351401
PVH,-0.0029057917634413358,0.12025400921901241,-0.03098268230421943
BXP,-0.0029414819899931223,0.06652209239619897,-0.056544853814731344
REG,-0.0030472911554383065,0.06703686889418164,-0.057689018285487996
CVS,-0.0032794828836124404,0.06945056882422547,-0.059027347839122016
KIM,-0.0034229426365861254,0.08897352000910279,-0.04768770119640129
FLS,-0.0035016056826104106,0.09834491923691978,-0.04394335483869136
DISCK,-0.0035391978107673742,0.10163050112694783,-0.04289261356019734
HAL,-0.003734794037355075,0.14091254168539255,-0.03232355319744573
MOS,-0.0039843382647480365,0.11724838757663539,-0.040975729935798434
FRT,-0.004247351928958538,0.06720620328262247,-0.0754000625157887
COP,-0.004725838748193225,0.10399150248123919,-0.05332972998629128
UAA,-0.00473539047302229,0.12246196881279134,-0.0453642100227448
WDC,-0.005290196393662384,0.11981373251322006,-0.050997463024434156
HST,-0.005642871700079144,0.07145254567597972,-0.09044984526355056
TAP,-0.006022845755921543,0.07502651966926618,-0.09120569348126968
IVZ,-0.00603781971471272,0.10370147658348174,-0.06613039602374457
CXO,-0.00606459286598017,0.10948307278085737,-0.06288271502719378
SPG,-0.006133068574434351,0.09327680395583852,-0.074542311481065
SLG,-0.006709232815576394,0.0930255717391669,-0.08093723773810822
CCL,-0.00673412606417749,0.10969109790722419,-0.06886726642636676
EOG,-0.006793761086584324,0.10950312393714619,-0.06953008108658666
WBA,-0.007109444362775549,0.06843138015125282,-0.11587438899009812
HP,-0.007117802698946947,0.12823279239778482,-0.061901503901774735
VNO,-0.007355046591946577,0.08895673623467053,-0.09189912914948407
RL,-0.00775922467921111,0.09721679633857801,-0.08824837890493892
WFC,-0.008049280103803883,0.07013688219217742,-0.12645672043849562
MRO,-0.008759556237024985,0.1898725309469353,-0.050452565145941174
XOM,-0.008819654382512556,0.06967279900188186,-0.1383560660775547
BEN,-0.008909397662522365,0.07594807862769093,-0.12810590917273043
DVN,-0.009029986114610361,0.18226664870794687,-0.05404162629002625
DISH,-0.009171477559898085,0.10422056945202905,-0.09586857577569648
CTL,-0.009673493763487568,0.09518512278308555,-0.11024300286296702
GE,-0.009997784660715856,0.09561761923312677,-0.11313589218678255
ADS,-0.01293494659950508,0.13336198305615354,-0.1031399375166265
PRGO,-0.013532732847358746,0.0924962703559182,-0.15517093599699303
MYL,-0.013650196521259846,0.10182852776898557,-0.14210356211854322
JWN,-0.01412743166468132,0.12390430373770515,-0.1206369045608275
AAL,-0.014341650528360067,0.11584981079669214,-0.1308733300822359
SLB,-0.015033039077746195,0.10837727547097989,-0.146276412733693
OXY,-0.015457575337643664,0.13740991907077768,-0.11845997325170786
FTI,-0.017846735115837984,0.13081597304101886,-0.1426946165816067
NBL,-0.018325638113977957,0.15834418768518096,-0.1209115307221962
NOV,-0.020549739878302553,0.11320654578908455,-0.18876770534202658
